,TimeSST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
1/8/2012 3:15,3:15 AM,27,23,79,1005.3,16.1,NW,20.4,40.7,N/A,Rain,Light Rain,310,2012-01-08 14:15:00<br />
1/8/2012 3:35,3:35 AM,27,23,79,1005.3,16.1,WNW,14.8,37,N/A,Rain,Light Rain,300,2012-01-08 14:35:00<br />
1/8/2012 3:55,3:55 AM,27,23,79,1005.6,14.5,WNW,11.1,25.9,N/A,Rain,Light Rain,300,2012-01-08 14:55:00<br />
1/8/2012 4:15,4:15 AM,26,23,83,1005.6,14.5,WNW,18.5,37,N/A,Rain,Light Rain,300,2012-01-08 15:15:00<br />
1/8/2012 4:35,4:35 AM,26,23,83,1005.6,16.1,WNW,22.2,35.2,N/A,Rain,Light Rain,300,2012-01-08 15:35:00<br />
1/8/2012 4:55,4:55 AM,26,23,83,1005.6,14.5,NW,24.1,29.6,N/A,Rain,Light Rain,310,2012-01-08 15:55:00<br />
1/8/2012 5:15,5:15 AM,26,23,83,1006,16.1,West,13,-,N/A,Rain,Light Rain,280,2012-01-08 16:15:00<br />
1/8/2012 5:35,5:35 AM,25,23,89,1006.3,16.1,West,9.3,-,N/A,Rain,Light Rain,280,2012-01-08 16:35:00<br />
1/8/2012 5:55,5:55 AM,25,23,89,1006.3,16.1,West,14.8,-,N/A,Rain,Light Rain,270,2012-01-08 16:55:00<br />
1/8/2012 6:15,6:15 AM,25,23,89,1006.7,16.1,West,13,-,N/A,Rain,Light Rain,270,2012-01-08 17:15:00<br />
1/8/2012 6:35,6:35 AM,25,23,89,1006.7,16.1,West,11.1,-,N/A,Rain,Light Rain,270,2012-01-08 17:35:00<br />
1/8/2012 6:55,6:55 AM,25,23,89,1007,16.1,WNW,11.1,-,N/A,Rain,Light Rain,290,2012-01-08 17:55:00<br />
1/8/2012 7:15,7:15 AM,26,24,89,1007,16.1,NW,9.3,-,N/A,Rain,Light Rain,310,2012-01-08 18:15:00<br />
1/8/2012 7:35,7:35 AM,26,23,83,1007.3,16.1,WNW,7.4,-,N/A,Rain,Light Rain,290,2012-01-08 18:35:00<br />
1/8/2012 7:55,7:55 AM,26,24,89,1007.3,16.1,West,5.6,-,N/A,Rain,Light Rain,270,2012-01-08 18:55:00<br />
1/8/2012 8:15,8:15 AM,26,24,89,1007.3,16.1,West,7.4,-,N/A,Rain,Light Rain,280,2012-01-08 19:15:00<br />
1/8/2012 8:35,8:35 AM,27,24,84,1007.3,16.1,NW,13,-,N/A,Rain,Light Rain,320,2012-01-08 19:35:00<br />
1/8/2012 8:55,8:55 AM,27,24,84,1007.3,16.1,WNW,11.1,-,N/A,Rain,Light Rain,300,2012-01-08 19:55:00<br />
1/8/2012 9:15,9:15 AM,27,24,84,1007.3,16.1,NW,9.3,-,N/A,Rain,Light Rain,310,2012-01-08 20:15:00<br />
1/8/2012 9:35,9:35 AM,28,24,79,1007.3,16.1,NW,13,-,N/A,Rain,Light Rain,310,2012-01-08 20:35:00<br />
1/8/2012 9:55,9:55 AM,28,24,79,1007.3,16.1,WNW,13,29.6,N/A,Rain,Light Rain,300,2012-01-08 20:55:00<br />
1/8/2012 10:15,10:15 AM,29,24,74,1007.3,16.1,WNW,27.8,35.2,N/A,Rain,Light Rain,300,2012-01-08 21:15:00<br />
1/8/2012 10:35,10:35 AM,28,24,79,1007.3,12.9,WNW,18.5,-,N/A,Rain,Light Rain,290,2012-01-08 21:35:00<br />
1/8/2012 10:55,10:55 AM,25,22,83,1007.3,1.6,WSW,13,-,N/A,Rain,Light Rain,250,2012-01-08 21:55:00<br />
1/8/2012 11:15,11:15 AM,26,23,83,1007.3,14.5,West,9.3,-,N/A,Rain,Light Rain,280,2012-01-08 22:15:00<br />
1/8/2012 11:35,11:35 AM,27,24,84,1007,16.1,WNW,16.7,-,N/A,Rain,Light Rain,300,2012-01-08 22:35:00<br />
1/8/2012 11:55,11:55 AM,27,24,84,1006.7,16.1,WNW,16.7,-,N/A,Rain,Light Rain,300,2012-01-08 22:55:00<br />
1/8/2012 12:15,12:15 PM,28,25,84,1006.3,16.1,WNW,11.1,-,N/A,Rain,Light Rain,300,2012-01-08 23:15:00<br />
1/8/2012 12:35,12:35 PM,28,25,84,1006.3,16.1,WNW,16.7,-,N/A,Rain,Light Rain,290,2012-01-08 23:35:00<br />
1/8/2012 12:55,12:55 PM,28,24,79,1006.3,8,WNW,16.7,27.8,N/A,Rain,Light Rain,290,2012-01-08 23:55:00<br />
1/8/2012 13:15,1:15 PM,28,24,79,1006.3,16.1,WNW,22.2,31.5,N/A,Rain,Light Rain,290,2012-01-09 00:15:00<br />
1/8/2012 13:35,1:35 PM,28,24,79,1006.3,16.1,NW,20.4,27.8,N/A,Rain,Light Rain,310,2012-01-09 00:35:00<br />
1/8/2012 13:55,1:55 PM,28,24,79,1006.3,16.1,WNW,18.5,25.9,N/A,Rain,Light Rain,300,2012-01-09 00:55:00<br />
1/8/2012 14:15,2:15 PM,28,24,79,1006,16.1,NW,14.8,31.5,N/A,,Scattered Clouds,310,2012-01-09 01:15:00<br />
1/8/2012 14:35,2:35 PM,28,24,79,1005.6,8,WNW,13,27.8,N/A,Rain,Light Rain,300,2012-01-09 01:35:00<br />
1/8/2012 14:55,2:55 PM,28,24,79,1005.6,16.1,NW,16.7,25.9,N/A,Rain,Light Rain,310,2012-01-09 01:55:00<br />
1/8/2012 15:15,3:15 PM,28,24,79,1005.3,16.1,NW,14.8,-,N/A,Rain,Light Rain,310,2012-01-09 02:15:00<br />
1/8/2012 15:35,3:35 PM,29,24,74,1005,16.1,NW,20.4,29.6,N/A,Rain,Light Rain,320,2012-01-09 02:35:00<br />
1/8/2012 15:55,3:55 PM,29,24,74,1005,16.1,NW,18.5,27.8,N/A,,Partly Cloudy,310,2012-01-09 02:55:00<br />
1/8/2012 16:15,4:15 PM,29,24,74,1005,16.1,NW,20.4,31.5,N/A,,Scattered Clouds,310,2012-01-09 03:15:00<br />
1/8/2012 16:35,4:35 PM,29,24,74,1005,16.1,NW,20.4,25.9,N/A,,Mostly Cloudy,310,2012-01-09 03:35:00<br />
1/8/2012 16:55,4:55 PM,29,24,74,1005.3,16.1,NW,14.8,25.9,N/A,,Scattered Clouds,310,2012-01-09 03:55:00<br />
1/8/2012 17:15,5:15 PM,29,24,74,1005.3,16.1,NW,14.8,35.2,N/A,,Scattered Clouds,310,2012-01-09 04:15:00<br />
1/8/2012 17:35,5:35 PM,29,24,74,1005.6,16.1,NW,20.4,25.9,N/A,,Scattered Clouds,320,2012-01-09 04:35:00<br />
1/8/2012 17:55,5:55 PM,28,24,79,1005.6,16.1,NNW,11.1,-,N/A,,Mostly Cloudy,340,2012-01-09 04:55:00<br />
1/8/2012 18:15,6:15 PM,28,24,79,1006,16.1,NW,13,-,N/A,,Mostly Cloudy,310,2012-01-09 05:15:00<br />
1/8/2012 18:35,6:35 PM,28,24,79,1006,16.1,NW,13,-,N/A,,Partly Cloudy,320,2012-01-09 05:35:00<br />
1/8/2012 18:55,6:55 PM,28,24,79,1006.3,16.1,NW,13,25.9,N/A,,Partly Cloudy,320,2012-01-09 05:55:00<br />
1/8/2012 19:15,7:15 PM,27,24,84,1006.3,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,300,2012-01-09 06:15:00<br />
1/8/2012 19:35,7:35 PM,28,24,79,1006.7,16.1,NW,9.3,-,N/A,,Scattered Clouds,310,2012-01-09 06:35:00<br />
1/8/2012 19:55,7:55 PM,28,24,79,1006.7,16.1,NW,13,-,N/A,,Partly Cloudy,320,2012-01-09 06:55:00<br />
1/8/2012 20:15,8:15 PM,28,24,79,1006.7,16.1,NW,18.5,-,N/A,,Scattered Clouds,310,2012-01-09 07:15:00<br />
1/8/2012 20:35,8:35 PM,28,24,79,1007,16.1,NW,7.4,-,N/A,,Partly Cloudy,320,2012-01-09 07:35:00<br />
1/8/2012 20:55,8:55 PM,28,24,79,1007,16.1,WNW,13,-,N/A,,Partly Cloudy,300,2012-01-09 07:55:00<br />
1/8/2012 21:15,9:15 PM,28,24,79,1007.3,16.1,WNW,18.5,25.9,N/A,,Partly Cloudy,290,2012-01-09 08:15:00<br />
1/8/2012 21:35,9:35 PM,27,24,84,1007.7,8,WNW,18.5,31.5,N/A,,Mostly Cloudy,300,2012-01-09 08:35:00<br />
1/8/2012 21:55,9:55 PM,27,24,84,1007.7,16.1,WNW,13,27.8,N/A,,Scattered Clouds,300,2012-01-09 08:55:00<br />
1/8/2012 22:15,10:15 PM,27,24,84,1007.7,16.1,NW,16.7,-,N/A,,Mostly Cloudy,310,2012-01-09 09:15:00<br />
1/8/2012 22:35,10:35 PM,27,24,84,1007.7,16.1,NW,14.8,-,N/A,,Mostly Cloudy,310,2012-01-09 09:35:00<br />
1/8/2012 22:55,10:55 PM,27,24,84,1007.7,16.1,NW,16.7,-,N/A,,Mostly Cloudy,310,2012-01-09 09:55:00<br />
1/8/2012 23:15,11:15 PM,27,23,79,1007.7,16.1,NW,14.8,-,N/A,,Overcast,320,2012-01-09 10:15:00<br />
1/8/2012 23:35,11:35 PM,27,23,79,1007.3,16.1,NW,14.8,25.9,N/A,,Mostly Cloudy,320,2012-01-09 10:35:00<br />
1/8/2012 23:55,11:55 PM,27,24,84,1007,16.1,NNW,14.8,29.6,N/A,,Scattered Clouds,340,2012-01-09 10:55:00<br />
1/9/2012 0:15,12:15 AM,27,23,79,1007,16.1,WNW,9.3,-,N/A,,Scattered Clouds,300,2012-01-09 11:15:00<br />
1/9/2012 0:35,12:35 AM,27,23,79,1006.7,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,300,2012-01-09 11:35:00<br />
1/9/2012 0:55,12:55 AM,27,24,84,1006.3,16.1,WNW,9.3,-,N/A,,Mostly Cloudy,290,2012-01-09 11:55:00<br />
1/9/2012 1:15,1:15 AM,27,23,79,1006,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,300,2012-01-09 12:15:00<br />
1/9/2012 1:35,1:35 AM,27,23,79,1006,16.1,WNW,13,-,N/A,,Partly Cloudy,290,2012-01-09 12:35:00<br />
1/9/2012 1:55,1:55 AM,27,23,79,1006,16.1,West,7.4,-,N/A,,Clear,280,2012-01-09 12:55:00<br />
1/9/2012 2:15,2:15 AM,27,24,84,1006,16.1,WNW,14.8,-,N/A,,Clear,290,2012-01-09 13:15:00<br />
1/9/2012 2:35,2:35 AM,27,23,79,1005.6,16.1,WNW,9.3,-,N/A,,Clear,300,2012-01-09 13:35:00<br />
1/9/2012 2:55,2:55 AM,27,23,79,1005.6,16.1,WNW,11.1,-,N/A,,Clear,300,2012-01-09 13:55:00<br />
1/9/2012 3:15,3:15 AM,27,23,79,1005.6,16.1,WNW,11.1,-,N/A,,Clear,300,2012-01-09 14:15:00<br />
1/9/2012 3:35,3:35 AM,27,23,79,1005.6,16.1,WNW,13,-,N/A,,Partly Cloudy,300,2012-01-09 14:35:00<br />
1/9/2012 3:55,3:55 AM,27,23,79,1005.3,16.1,WNW,14.8,-,N/A,,Mostly Cloudy,290,2012-01-09 14:55:00<br />
1/9/2012 4:15,4:15 AM,27,23,79,1005.3,16.1,WNW,13,-,N/A,,Scattered Clouds,290,2012-01-09 15:15:00<br />
1/9/2012 4:35,4:35 AM,27,23,79,1005.3,16.1,WNW,16.7,-,N/A,,Mostly Cloudy,300,2012-01-09 15:35:00<br />
1/9/2012 4:55,4:55 AM,27,23,79,1005.6,16.1,WNW,13,-,N/A,,Partly Cloudy,300,2012-01-09 15:55:00<br />
1/9/2012 5:15,5:15 AM,27,23,79,1005.6,16.1,NW,13,-,N/A,,Clear,310,2012-01-09 16:15:00<br />
1/9/2012 5:35,5:35 AM,27,23,79,1006,16.1,West,13,25.9,N/A,,Clear,280,2012-01-09 16:35:00<br />
1/9/2012 5:55,5:55 AM,27,23,79,1006.3,16.1,WNW,11.1,-,N/A,,Clear,290,2012-01-09 16:55:00<br />
1/9/2012 6:15,6:15 AM,27,23,79,1006.7,16.1,West,9.3,-,N/A,,Mostly Cloudy,280,2012-01-09 17:15:00<br />
1/9/2012 6:35,6:35 AM,27,24,84,1007,16.1,WNW,9.3,-,N/A,Rain,Light Rain,290,2012-01-09 17:35:00<br />
1/9/2012 6:55,6:55 AM,28,24,79,1007,16.1,WNW,13,-,N/A,Rain,Light Rain,300,2012-01-09 17:55:00<br />
1/9/2012 7:15,7:15 AM,28,24,79,1007,16.1,WNW,14.8,25.9,N/A,Rain,Light Rain,290,2012-01-09 18:15:00<br />
1/9/2012 7:35,7:35 AM,29,24,74,1007.3,16.1,West,14.8,-,N/A,,Clear,280,2012-01-09 18:35:00<br />
1/9/2012 7:55,7:55 AM,29,24,74,1007.3,16.1,WNW,14.8,-,N/A,,Clear,290,2012-01-09 18:55:00<br />
1/9/2012 8:15,8:15 AM,30,24,70,1007.3,16.1,West,16.7,25.9,N/A,,Clear,260,2012-01-09 19:15:00<br />
1/9/2012 8:35,8:35 AM,30,24,70,1007.3,16.1,West,14.8,-,N/A,,Mostly Cloudy,280,2012-01-09 19:35:00<br />
1/9/2012 8:55,8:55 AM,29,24,74,1007.3,16.1,West,14.8,27.8,N/A,,Mostly Cloudy,270,2012-01-09 19:55:00<br />
1/9/2012 9:15,9:15 AM,30,24,70,1007.7,16.1,West,14.8,-,N/A,,Mostly Cloudy,260,2012-01-09 20:15:00<br />
1/9/2012 9:35,9:35 AM,32,25,66,1007.3,16.1,West,14.8,27.8,N/A,,Partly Cloudy,270,2012-01-09 20:35:00<br />
1/9/2012 9:55,9:55 AM,30,24,70,1007.3,16.1,WNW,20.4,27.8,N/A,,Mostly Cloudy,290,2012-01-09 20:55:00<br />
1/9/2012 10:15,10:15 AM,31,25,70,1007.3,16.1,West,20.4,38.9,N/A,,Partly Cloudy,270,2012-01-09 21:15:00<br />
1/9/2012 10:35,10:35 AM,32,24,62,1007,16.1,WSW,27.8,35.2,N/A,,Partly Cloudy,250,2012-01-09 21:35:00<br />
1/9/2012 10:55,10:55 AM,32,24,62,1007,16.1,West,22.2,35.2,N/A,,Partly Cloudy,270,2012-01-09 21:55:00<br />
1/9/2012 11:15,11:15 AM,32,24,62,1006.7,16.1,West,22.2,37,N/A,,Partly Cloudy,270,2012-01-09 22:15:00<br />
1/9/2012 11:35,11:35 AM,32,24,62,1006.7,16.1,West,22.2,33.3,N/A,,Scattered Clouds,270,2012-01-09 22:35:00<br />
1/9/2012 11:55,11:55 AM,32,24,62,1006.3,16.1,WNW,18.5,37,N/A,,Scattered Clouds,300,2012-01-09 22:55:00<br />
1/9/2012 12:15,12:15 PM,32,23,59,1006.3,16.1,WSW,18.5,31.5,N/A,,Mostly Cloudy,250,2012-01-09 23:15:00<br />
1/9/2012 12:35,12:35 PM,31,23,62,1006.3,16.1,West,22.2,33.3,N/A,,Mostly Cloudy,260,2012-01-09 23:35:00<br />
1/9/2012 12:55,12:55 PM,32,23,59,1006,16.1,West,22.2,35.2,N/A,,Mostly Cloudy,280,2012-01-09 23:55:00<br />
1/9/2012 13:15,1:15 PM,32,24,62,1006,16.1,West,27.8,40.7,N/A,,Partly Cloudy,280,2012-01-10 00:15:00<br />
1/9/2012 13:35,1:35 PM,31,24,66,1006,16.1,West,29.6,38.9,N/A,,Clear,260,2012-01-10 00:35:00<br />
1/9/2012 13:55,1:55 PM,32,24,62,1005.6,16.1,West,27.8,35.2,N/A,,Clear,260,2012-01-10 00:55:00<br />
1/9/2012 14:15,2:15 PM,31,24,66,1005.6,16.1,WSW,24.1,35.2,N/A,,Clear,250,2012-01-10 01:15:00<br />
1/9/2012 14:35,2:35 PM,32,24,62,1005.3,16.1,West,24.1,37,N/A,,Clear,260,2012-01-10 01:35:00<br />
1/9/2012 14:55,2:55 PM,32,24,62,1005.3,16.1,West,27.8,33.3,N/A,,Clear,260,2012-01-10 01:55:00<br />
1/9/2012 15:15,3:15 PM,32,24,62,1005,16.1,West,25.9,35.2,N/A,,Clear,260,2012-01-10 02:15:00<br />
1/9/2012 15:35,3:35 PM,31,24,66,1005,16.1,West,27.8,37,N/A,,Clear,270,2012-01-10 02:35:00<br />
1/9/2012 15:55,3:55 PM,30,24,70,1005,16.1,West,24.1,35.2,N/A,,Clear,270,2012-01-10 02:55:00<br />
1/9/2012 16:15,4:15 PM,31,24,66,1005,16.1,West,22.2,33.3,N/A,,Clear,270,2012-01-10 03:15:00<br />
1/9/2012 16:35,4:35 PM,30,24,70,1005,16.1,West,24.1,31.5,N/A,,Clear,260,2012-01-10 03:35:00<br />
1/9/2012 16:55,4:55 PM,30,24,70,1005.3,14.5,West,24.1,-,N/A,,Partly Cloudy,270,2012-01-10 03:55:00<br />
1/9/2012 17:15,5:15 PM,29,24,74,1005.6,14.5,SW,22.2,33.3,N/A,,Mostly Cloudy,220,2012-01-10 04:15:00<br />
1/9/2012 17:35,5:35 PM,29,23,70,1006.3,12.9,WSW,14.8,-,N/A,,Overcast,240,2012-01-10 04:35:00<br />
1/9/2012 17:55,5:55 PM,26,22,78,1006.7,0.4,NW,13,31.5,N/A,,Overcast,310,2012-01-10 04:55:00<br />
1/9/2012 18:15,6:15 PM,26,23,83,1006.7,11.3,West,11.1,-,N/A,,Scattered Clouds,270,2012-01-10 05:15:00<br />
1/9/2012 18:35,6:35 PM,26,23,83,1007,14.5,West,9.3,-,N/A,,Mostly Cloudy,280,2012-01-10 05:35:00<br />
1/9/2012 18:55,6:55 PM,26,24,89,1007,14.5,West,7.4,-,N/A,,Overcast,280,2012-01-10 05:55:00<br />
1/9/2012 19:15,7:15 PM,26,24,89,1007.3,14.5,WSW,11.1,-,N/A,,Mostly Cloudy,240,2012-01-10 06:15:00<br />
1/9/2012 19:35,7:35 PM,25,23,89,1007.3,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,300,2012-01-10 06:35:00<br />
1/10/2012 0:15,12:15 AM,25,23,89,1008.4,16.1,WNW,9.3,-,N/A,,Partly Cloudy,290,2012-01-10 11:15:00<br />
1/10/2012 0:35,12:35 AM,24,23,94,1008,16.1,WNW,7.4,-,N/A,,Partly Cloudy,290,2012-01-10 11:35:00<br />
1/10/2012 0:55,12:55 AM,25,23,89,1007.7,16.1,WNW,9.3,-,N/A,,Scattered Clouds,290,2012-01-10 11:55:00<br />
1/10/2012 1:15,1:15 AM,24,23,94,1007.3,16.1,WNW,7.4,-,N/A,,Scattered Clouds,300,2012-01-10 12:15:00<br />
1/10/2012 1:35,1:35 AM,24,23,94,1007,16.1,West,7.4,-,N/A,Rain,Light Rain,280,2012-01-10 12:35:00<br />
1/10/2012 1:55,1:55 AM,25,23,89,1007,16.1,WNW,9.3,-,N/A,Rain,Light Rain,290,2012-01-10 12:55:00<br />
1/10/2012 2:15,2:15 AM,24,23,94,1007,16.1,WNW,5.6,-,N/A,Rain,Light Rain,300,2012-01-10 13:15:00<br />
1/10/2012 2:35,2:35 AM,24,23,94,1006.7,16.1,NW,7.4,-,N/A,Rain,Light Rain,310,2012-01-10 13:35:00<br />
1/10/2012 2:55,2:55 AM,24,23,94,1006.7,16.1,WNW,5.6,-,N/A,Rain,Light Rain,300,2012-01-10 13:55:00<br />
1/10/2012 3:15,3:15 AM,24,23,94,1006.7,16.1,NW,5.6,-,N/A,Rain,Light Rain,310,2012-01-10 14:15:00<br />
1/10/2012 3:35,3:35 AM,24,23,94,1006.7,16.1,NW,7.4,-,N/A,Rain,Light Rain,310,2012-01-10 14:35:00<br />
1/10/2012 3:55,3:55 AM,24,23,94,1006.7,16.1,WNW,5.6,-,N/A,,Clear,290,2012-01-10 14:55:00<br />
1/10/2012 4:15,4:15 AM,24,23,94,1006.7,16.1,NW,7.4,-,N/A,,Scattered Clouds,310,2012-01-10 15:15:00<br />
1/10/2012 4:35,4:35 AM,24,23,94,1007,16.1,WNW,5.6,-,N/A,,Partly Cloudy,290,2012-01-10 15:35:00<br />
1/10/2012 4:55,4:55 AM,24,23,94,1007,16.1,NW,7.4,-,N/A,,Partly Cloudy,320,2012-01-10 15:55:00<br />
1/10/2012 5:15,5:15 AM,24,23,94,1007.3,16.1,NW,5.6,-,N/A,,Clear,310,2012-01-10 16:15:00<br />
1/10/2012 5:35,5:35 AM,24,23,94,1007.3,16.1,NW,7.4,-,N/A,,Clear,310,2012-01-10 16:35:00<br />
1/10/2012 5:55,5:55 AM,24,23,94,1007.7,16.1,WNW,7.4,-,N/A,,Clear,300,2012-01-10 16:55:00<br />
1/10/2012 6:15,6:15 AM,24,23,94,1008,16.1,NW,7.4,-,N/A,,Clear,310,2012-01-10 17:15:00<br />
1/10/2012 6:35,6:35 AM,24,23,94,1008,16.1,NW,5.6,-,N/A,,Clear,310,2012-01-10 17:35:00<br />
1/10/2012 6:55,6:55 AM,25,24,94,1008.4,16.1,NW,5.6,-,N/A,,Partly Cloudy,310,2012-01-10 17:55:00<br />
1/10/2012 7:15,7:15 AM,27,25,89,1008.4,16.1,WNW,7.4,-,N/A,,Partly Cloudy,300,2012-01-10 18:15:00<br />
1/10/2012 7:35,7:35 AM,28,26,89,1008.4,16.1,NW,5.6,-,N/A,,Clear,310,2012-01-10 18:35:00<br />
1/10/2012 7:55,7:55 AM,29,27,89,1008.4,16.1,West,9.3,-,N/A,Rain,Light Rain,270,2012-01-10 18:55:00<br />
1/10/2012 8:15,8:15 AM,30,26,79,1008.4,16.1,West,9.3,-,N/A,,Clear,260,2012-01-10 19:15:00<br />
1/10/2012 8:35,8:35 AM,30,25,74,1008.4,16.1,WSW,14.8,-,N/A,,Clear,250,2012-01-10 19:35:00<br />
1/10/2012 8:55,8:55 AM,31,24,66,1008.4,16.1,WSW,11.1,-,N/A,,Clear,250,2012-01-10 19:55:00<br />
1/10/2012 9:15,9:15 AM,32,24,62,1008.4,16.1,WSW,7.4,-,N/A,,Clear,250,2012-01-10 20:15:00<br />
1/10/2012 9:35,9:35 AM,32,24,62,1008.4,16.1,West,13,-,N/A,,Partly Cloudy,260,2012-01-10 20:35:00<br />
1/10/2012 9:55,9:55 AM,32,24,62,1008.4,16.1,SW,11.1,-,N/A,,Partly Cloudy,220,2012-01-10 20:55:00<br />
1/10/2012 10:15,10:15 AM,32,24,62,1008.4,16.1,West,9.3,-,N/A,,Scattered Clouds,260,2012-01-10 21:15:00<br />
1/10/2012 10:35,10:35 AM,32,24,62,1008,16.1,SW,14.8,-,N/A,,Mostly Cloudy,220,2012-01-10 21:35:00<br />
1/10/2012 10:55,10:55 AM,32,24,62,1008,16.1,SSW,13,-,N/A,,Mostly Cloudy,200,2012-01-10 21:55:00<br />
1/10/2012 11:15,11:15 AM,33,24,59,1007.7,16.1,South,14.8,-,N/A,,Mostly Cloudy,170,2012-01-10 22:15:00<br />
1/10/2012 11:35,11:35 AM,32,24,62,1007.7,16.1,South,14.8,-,N/A,,Mostly Cloudy,170,2012-01-10 22:35:00<br />
1/10/2012 11:55,11:55 AM,33,24,59,1007.3,16.1,South,14.8,-,N/A,,Partly Cloudy,180,2012-01-10 22:55:00<br />
1/10/2012 12:15,12:15 PM,33,24,59,1007.3,16.1,South,11.1,-,N/A,,Partly Cloudy,170,2012-01-10 23:15:00<br />
1/10/2012 12:35,12:35 PM,33,24,59,1007,16.1,South,14.8,-,N/A,,Clear,180,2012-01-10 23:35:00<br />
