YY MM DD hh mm WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS PTDY TIDE
2014 11 12 8 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.5 28.9 999.0 999.0 999.0 999.0
2014 11 12 8 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 26.7 28.9 999.0 999.0 999.0 999.0
2014 11 12 8 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 26.8 28.8 999.0 999.0 999.0 999.0
2014 11 12 9 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.6 28.8 999.0 999.0 999.0 999.0
2014 11 12 9 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.7 28.8 999.0 999.0 999.0 999.0
2014 11 12 9 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.9 28.8 999.0 999.0 999.0 999.0
2014 11 12 9 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 26.7 28.7 999.0 999.0 999.0 999.0
2014 11 12 9 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 26.6 28.7 999.0 999.0 999.0 999.0
2014 11 12 9 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.5 28.7 999.0 999.0 999.0 999.0
2014 11 12 9 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.5 28.7 999.0 999.0 999.0 999.0
2014 11 12 9 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 26.7 28.7 999.0 999.0 999.0 999.0
2014 11 12 9 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.7 28.7 999.0 999.0 999.0 999.0
2014 11 12 10 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.5 28.7 999.0 999.0 0.4 999.0
2014 11 12 10 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.4 28.7 999.0 999.0 999.0 999.0
2014 11 12 10 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.5 28.7 999.0 999.0 999.0 999.0
2014 11 12 10 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 10 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 10 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.5 29.1 999.0 999.0 999.0 999.0
2014 11 12 10 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.6 29.1 999.0 999.0 999.0 999.0
2014 11 12 10 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.5 29.1 999.0 999.0 999.0 999.0
2014 11 12 10 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.6 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.7 29.1 999.0 999.0 0.4 999.0
2014 11 12 11 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 26.8 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.6 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 26.6 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 26.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 26.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 26.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 26.6 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.2 26.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 11 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 26.5 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.9 26.3 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.8 26.3 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.7 26.5 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.6 25.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.6 26.0 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.6 26.1 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.5 26.3 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.5 25.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.4 25.8 29.1 999.0 999.0 999.0 999.0
2014 11 12 12 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 25.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 13 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.2 25.9 29.1 999.0 999.0 -1.0 999.0
2014 11 12 13 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.9 26.0 29.1 999.0 999.0 999.0 999.0
2014 11 12 13 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 13 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.6 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 13 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.7 25.9 29.0 999.0 999.0 999.0 999.0
2014 11 12 13 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.7 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 13 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 13 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.7 25.8 29.1 999.0 999.0 999.0 999.0
2014 11 12 13 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.7 26.0 29.1 999.0 999.0 999.0 999.0
2014 11 12 13 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.7 26.0 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.6 25.8 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 25.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 25.7 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 25.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.8 25.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.9 25.5 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.9 25.4 29.1 999.0 999.0 999.0 999.0
2014 11 12 14 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1009.9 25.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 14 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.0 25.5 29.0 999.0 999.0 999.0 999.0
2014 11 12 15 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.2 25.8 29.0 999.0 999.0 -0.7 999.0
2014 11 12 15 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 15 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.2 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 15 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.2 25.8 29.1 999.0 999.0 999.0 999.0
2014 11 12 15 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 25.7 29.1 999.0 999.0 999.0 999.0
2014 11 12 15 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 15 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 25.9 29.1 999.0 999.0 999.0 999.0
2014 11 12 15 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 26.3 29.1 999.0 999.0 999.0 999.0
2014 11 12 15 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.4 26.1 29.1 999.0 999.0 999.0 999.0
2014 11 12 15 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.3 26.1 29.1 999.0 999.0 999.0 999.0
2014 11 12 16 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.4 26.1 29.1 999.0 999.0 0.0 999.0
2014 11 12 16 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.5 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.6 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.6 26.1 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.7 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1010.8 26.3 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 26.0 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.0 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 16 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 25.7 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 25.6 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.1 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.3 25.8 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.4 25.9 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 25.9 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.5 26.3 29.0 999.0 999.0 999.0 999.0
2014 11 12 17 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.6 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.6 26.2 29.0 999.0 999.0 1.4 999.0
2014 11 12 18 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.6 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.7 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.7 26.5 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.8 26.3 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.8 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.8 26.3 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.9 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.0 26.3 29.0 999.0 999.0 999.0 999.0
2014 11 12 18 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1011.9 26.5 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.0 26.5 29.0 999.0 999.0 1.6 999.0
2014 11 12 19 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.1 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 12 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.2 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.2 26.0 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.3 26.0 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.3 26.0 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.3 25.9 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.3 26.1 29.0 999.0 999.0 999.0 999.0
2014 11 12 19 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.4 26.0 29.1 999.0 999.0 999.0 999.0
2014 11 12 19 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.5 26.0 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 0 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.6 26.1 29.0 999.0 999.0 1.5 999.0
2014 11 12 20 6 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.6 26.5 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 18 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.9 26.4 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 24 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.8 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 30 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.7 26.1 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 36 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.8 25.9 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 42 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.8 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 48 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.7 26.2 29.0 999.0 999.0 999.0 999.0
2014 11 12 20 54 999.0 999.0 999.0 999.0 999.0 999.0 999.0 1012.6 26.2 29.0 999.0 999.0 999.0 999.0
