Date_Time,LEVEL,barodata,stage
2013-06-27 11:30:00,100.977,99.8,1.5
2013-06-27 11:45:00,100.947,99.76,1.5999999999999996
2013-06-27 12:00:00,100.924,99.74,1.5999999999999996
2013-06-27 12:15:00,100.902,99.72,1.5
2013-06-27 12:30:00,100.891,99.7,1.5999999999999996
2013-06-27 12:45:00,100.88,99.7,1.5
2013-06-27 13:00:00,100.852,99.67999999999999,1.4000000000000004
2013-06-27 13:15:00,100.826,99.65,1.5
2013-06-27 13:30:00,100.824,99.64,1.5999999999999996
2013-06-27 13:45:00,100.805,99.62,1.5999999999999996
2013-06-27 14:00:00,100.803,99.62,1.5999999999999996
2013-06-27 14:15:00,100.798,99.61,1.5999999999999996
2013-06-27 14:30:00,100.787,99.6,1.5999999999999996
2013-06-27 14:45:00,100.774,99.59,1.5999999999999996
2013-06-27 15:00:00,100.768,99.58,1.5999999999999996
2013-06-27 15:15:00,100.776,99.59,1.5999999999999996
2013-06-27 15:30:00,100.93,99.6,3.0999999999999996
2013-06-27 15:45:00,100.876,99.61,2.4000000000000004
2013-06-27 16:00:00,100.887,99.62,2.4000000000000004
2013-06-27 16:15:00,100.898,99.63,2.4000000000000004
2013-06-27 16:30:00,100.912,99.65,2.4000000000000004
2013-06-27 16:45:00,100.936,99.67,2.4000000000000004
2013-06-27 17:00:00,100.942,99.67999999999999,2.4000000000000004
2013-06-27 17:15:00,100.957,99.7,2.3000000000000007
2013-06-27 17:30:00,100.974,99.71000000000001,2.4000000000000004
2013-06-27 17:45:00,101.0,99.74,2.3000000000000007
2013-06-27 18:00:00,101.002,99.74,2.4000000000000004
2013-06-27 18:15:00,101.024,99.77000000000001,2.3000000000000007
2013-06-27 18:30:00,101.049,99.78999999999999,2.3000000000000007
2013-06-27 18:45:00,101.068,99.81,2.3000000000000007
2013-06-27 19:00:00,101.083,99.82000000000001,2.4000000000000004
2013-06-27 19:15:00,101.083,99.83,2.3000000000000007
2013-06-27 19:30:00,101.107,99.85,2.3000000000000007
2013-06-27 19:45:00,101.116,99.86,2.3000000000000007
2013-06-27 20:00:00,101.14,99.89,2.1999999999999993
2013-06-27 20:15:00,101.154,99.89,2.4000000000000004
2013-06-27 20:30:00,101.147,99.9,2.1999999999999993
2013-06-27 20:45:00,101.166,99.9,2.4000000000000004
2013-06-27 21:00:00,101.161,99.91,2.3000000000000007
2013-06-27 21:15:00,101.158,99.9,2.3000000000000007
2013-06-27 21:30:00,101.151,99.89,2.4000000000000004
2013-06-27 21:45:00,101.13,99.88,2.1999999999999993
2013-06-27 22:00:00,101.141,99.89,2.3000000000000007
2013-06-27 22:15:00,101.125,99.87,2.3000000000000007
2013-06-27 22:30:00,101.132,99.88,2.3000000000000007
2013-06-27 22:45:00,101.125,99.88,2.1999999999999993
2013-06-27 23:00:00,101.095,99.87,2.0
2013-06-27 23:15:00,101.075,99.83,2.1999999999999993
2013-06-27 23:30:00,101.064,99.82000000000001,2.1999999999999993
2013-06-27 23:45:00,101.062,99.82000000000001,2.1999999999999993
2013-06-28 00:00:00,101.035,99.78999999999999,2.1999999999999993
2013-06-28 00:15:00,101.025,99.78,2.1999999999999993
2013-06-28 00:30:00,101.024,99.78,2.1999999999999993
2013-06-28 00:45:00,101.02,99.78,2.0999999999999996
2013-06-28 01:00:00,100.993,99.74,2.3000000000000007
2013-06-28 01:15:00,100.982,99.72999999999999,2.3000000000000007
2013-06-28 01:30:00,100.978,99.72999999999999,2.1999999999999993
2013-06-28 01:45:00,100.969,99.72,2.1999999999999993
2013-06-28 02:00:00,100.952,99.71000000000001,2.1999999999999993
2013-06-28 02:15:00,100.944,99.7,2.1999999999999993
2013-06-28 02:30:00,100.915,99.67,2.1999999999999993
2013-06-28 02:45:00,100.915,99.67999999999999,2.0999999999999996
2013-06-28 03:00:00,100.876,99.64,2.0999999999999996
2013-06-28 03:15:00,100.852,99.62,2.0999999999999996
2013-06-28 03:30:00,100.842,99.6,2.1999999999999993
2013-06-28 03:45:00,100.835,99.6,2.0999999999999996
2013-06-28 04:00:00,100.818,99.59,2.0
2013-06-28 04:15:00,100.828,99.59,2.0999999999999996
2013-06-28 04:30:00,100.848,99.6,2.1999999999999993
2013-06-28 04:45:00,100.861,99.62,2.1999999999999993
2013-06-28 05:00:00,100.884,99.64,2.1999999999999993
2013-06-28 05:15:00,100.891,99.65,2.1999999999999993
2013-06-28 05:30:00,100.875,99.62,2.3000000000000007
2013-06-28 05:45:00,100.878,99.64,2.0999999999999996
2013-06-28 06:00:00,100.876,99.64,2.0999999999999996
2013-06-28 06:15:00,100.898,99.65,2.1999999999999993
2013-06-28 06:30:00,100.893,99.64,2.3000000000000007
2013-06-28 06:45:00,100.918,99.67,2.1999999999999993
2013-06-28 07:00:00,100.93,99.67999999999999,2.1999999999999993
2013-06-28 07:15:00,100.947,99.7,2.1999999999999993
2013-06-28 07:30:00,100.964,99.72,2.1999999999999993
2013-06-28 07:45:00,100.953,99.71000000000001,2.1999999999999993
2013-06-28 08:00:00,100.967,99.72,2.1999999999999993
2013-06-28 08:15:00,101.004,99.76,2.1999999999999993
2013-06-28 08:30:00,101.025,99.78999999999999,2.0999999999999996
2013-06-28 08:45:00,101.034,99.78999999999999,2.1999999999999993
2013-06-28 09:00:00,101.023,99.78,2.1999999999999993
2013-06-28 09:15:00,101.032,99.8,2.0999999999999996
2013-06-28 09:30:00,101.027,99.78999999999999,2.0999999999999996
2013-06-28 09:45:00,101.037,99.78999999999999,2.1999999999999993
2013-06-28 10:00:00,101.034,99.78999999999999,2.1999999999999993
2013-06-28 10:15:00,101.026,99.77000000000001,2.3000000000000007
2013-06-28 10:30:00,101.019,99.76,2.3000000000000007
2013-06-28 10:45:00,101.003,99.76,2.1999999999999993
2013-06-28 11:00:00,100.973,99.72,2.3000000000000007
2013-06-28 11:15:00,100.956,99.7,2.3000000000000007
2013-06-28 11:30:00,100.921,99.67999999999999,2.1999999999999993
2013-06-28 11:45:00,100.893,99.65,2.1999999999999993
2013-06-28 12:00:00,100.888,99.64,2.1999999999999993
2013-06-28 12:15:00,100.882,99.63,2.3000000000000007
2013-06-28 12:30:00,100.87,99.62,2.1999999999999993
2013-06-28 12:45:00,100.848,99.6,2.1999999999999993
2013-06-28 13:00:00,100.815,99.56,2.3000000000000007
2013-06-28 13:15:00,100.8,99.55,2.1999999999999993
2013-06-28 13:30:00,100.808,99.55,2.3000000000000007
2013-06-28 13:45:00,100.798,99.55,2.1999999999999993
2013-06-28 14:00:00,100.785,99.55,2.0999999999999996
2013-06-28 14:15:00,100.794,99.56,2.0999999999999996
2013-06-28 14:30:00,100.776,99.53999999999999,2.0999999999999996
2013-06-28 14:45:00,100.775,99.55,2.0
2013-06-28 15:00:00,100.755,99.51,2.1999999999999993
2013-06-28 15:15:00,100.733,99.49,2.1999999999999993
2013-06-28 15:30:00,100.726,99.49,2.0999999999999996
2013-06-28 15:45:00,100.735,99.5,2.0999999999999996
2013-06-28 16:00:00,100.755,99.51,2.1999999999999993
2013-06-28 16:15:00,100.741,99.49,2.3000000000000007
2013-06-28 16:30:00,100.756,99.5,2.3000000000000007
2013-06-28 16:45:00,100.782,99.53,2.3000000000000007
2013-06-28 17:00:00,100.787,99.53999999999999,2.1999999999999993
2013-06-28 17:15:00,100.811,99.56,2.3000000000000007
2013-06-28 17:30:00,100.841,99.59,2.3000000000000007
2013-06-28 17:45:00,100.846,99.6,2.1999999999999993
2013-06-28 18:00:00,100.847,99.6,2.1999999999999993
2013-06-28 18:15:00,100.861,99.61,2.3000000000000007
2013-06-28 18:30:00,100.895,99.64,2.3000000000000007
2013-06-28 18:45:00,100.907,99.66,2.1999999999999993
2013-06-28 19:00:00,100.921,99.67,2.3000000000000007
2013-06-28 19:15:00,100.926,99.67999999999999,2.1999999999999993
2013-06-28 19:30:00,100.939,99.67999999999999,2.3000000000000007
2013-06-28 19:45:00,100.937,99.69,2.1999999999999993
2013-06-28 20:00:00,100.925,99.67999999999999,2.1999999999999993
2013-06-28 20:15:00,100.93,99.67999999999999,2.1999999999999993
2013-06-28 20:30:00,100.937,99.69,2.1999999999999993
2013-06-28 20:45:00,100.938,99.69,2.1999999999999993
2013-06-28 21:00:00,100.944,99.7,2.1999999999999993
2013-06-28 21:15:00,100.964,99.72,2.1999999999999993
2013-06-28 21:30:00,100.984,99.74,2.1999999999999993
2013-06-28 21:45:00,100.99,99.74,2.1999999999999993
2013-06-28 22:00:00,100.988,99.75,2.0999999999999996
2013-06-28 22:15:00,100.983,99.74,2.1999999999999993
2013-06-28 22:30:00,100.958,99.72,2.0999999999999996
2013-06-28 22:45:00,100.952,99.71000000000001,2.1999999999999993
2013-06-28 23:00:00,100.932,99.69,2.1999999999999993
2013-06-28 23:15:00,100.943,99.7,2.1999999999999993
2013-06-28 23:30:00,100.942,99.7,2.1999999999999993
2013-06-28 23:45:00,100.941,99.7,2.1999999999999993
2013-06-29 00:00:00,100.938,99.7,2.0999999999999996
2013-06-29 00:15:00,100.931,99.69,2.1999999999999993
2013-06-29 00:30:00,100.923,99.67999999999999,2.1999999999999993
2013-06-29 00:45:00,100.901,99.66,2.1999999999999993
2013-06-29 01:00:00,100.89,99.65,2.0999999999999996
2013-06-29 01:15:00,100.874,99.63,2.1999999999999993
2013-06-29 01:30:00,100.873,99.63,2.1999999999999993
2013-06-29 01:45:00,100.861,99.62,2.1999999999999993
2013-06-29 02:00:00,100.857,99.62,2.0999999999999996
2013-06-29 02:15:00,100.844,99.61,2.0999999999999996
2013-06-29 02:30:00,100.824,99.59,2.0999999999999996
2013-06-29 02:45:00,100.812,99.57000000000001,2.1999999999999993
2013-06-29 03:00:00,100.806,99.57000000000001,2.0999999999999996
2013-06-29 03:15:00,100.805,99.56,2.1999999999999993
2013-06-29 03:30:00,100.807,99.57000000000001,2.0999999999999996
2013-06-29 03:45:00,100.796,99.56,2.0999999999999996
2013-06-29 04:00:00,100.808,99.56,2.1999999999999993
2013-06-29 04:15:00,100.814,99.57000000000001,2.1999999999999993
2013-06-29 04:30:00,100.817,99.58,2.0999999999999996
2013-06-29 04:45:00,100.819,99.58,2.0999999999999996
2013-06-29 05:00:00,100.823,99.58,2.1999999999999993
2013-06-29 05:15:00,100.818,99.58,2.0999999999999996
2013-06-29 05:30:00,100.83,99.59,2.0999999999999996
2013-06-29 05:45:00,100.838,99.6,2.0999999999999996
2013-06-29 06:00:00,100.85,99.61,2.0999999999999996
2013-06-29 06:15:00,100.868,99.63,2.0999999999999996
2013-06-29 06:30:00,100.882,99.65,2.0999999999999996
2013-06-29 06:45:00,100.903,99.66,2.1999999999999993
2013-06-29 07:00:00,100.914,99.67999999999999,2.0999999999999996
2013-06-29 07:15:00,100.923,99.69,2.0999999999999996
2013-06-29 07:30:00,100.922,99.69,2.0999999999999996
2013-06-29 07:45:00,100.929,99.7,2.0
2013-06-29 08:00:00,100.924,99.69,2.0999999999999996
2013-06-29 08:15:00,100.938,99.71000000000001,2.0
2013-06-29 08:30:00,100.947,99.71000000000001,2.0999999999999996
2013-06-29 08:45:00,100.967,99.72999999999999,2.0999999999999996
2013-06-29 09:00:00,100.965,99.72999999999999,2.0999999999999996
2013-06-29 09:15:00,100.981,99.74,2.1999999999999993
2013-06-29 09:30:00,100.989,99.74,2.1999999999999993
2013-06-29 09:45:00,100.982,99.74,2.1999999999999993
2013-06-29 10:00:00,100.973,99.74,2.0999999999999996
2013-06-29 10:15:00,100.98,99.72999999999999,2.1999999999999993
2013-06-29 10:30:00,100.969,99.74,2.0
2013-06-29 10:45:00,100.967,99.72999999999999,2.0999999999999996
2013-06-29 11:00:00,100.948,99.71000000000001,2.0999999999999996
2013-06-29 11:15:00,100.922,99.7,2.0
2013-06-29 11:30:00,100.92,99.69,2.0
2013-06-29 11:45:00,100.897,99.66,2.0999999999999996
2013-06-29 12:00:00,100.88,99.64,2.0999999999999996
2013-06-29 12:15:00,100.856,99.62,2.0999999999999996
2013-06-29 12:30:00,100.854,99.62,2.0999999999999996
2013-06-29 12:45:00,100.857,99.61,2.1999999999999993
2013-06-29 13:00:00,100.841,99.59,2.3000000000000007
2013-06-29 13:15:00,100.818,99.58,2.0999999999999996
2013-06-29 13:30:00,100.807,99.56,2.1999999999999993
2013-06-29 13:45:00,100.776,99.53999999999999,2.0999999999999996
2013-06-29 14:00:00,100.759,99.52000000000001,2.0999999999999996
2013-06-29 14:15:00,100.74,99.5,2.0999999999999996
2013-06-29 14:30:00,100.749,99.49,2.3000000000000007
2013-06-29 14:45:00,100.727,99.5,2.0
2013-06-29 15:00:00,100.715,99.49,2.0
2013-06-29 15:15:00,100.71,99.49,1.9000000000000004
2013-06-29 15:30:00,100.693,99.47999999999999,1.9000000000000004
2013-06-29 15:45:00,100.695,99.46000000000001,2.0999999999999996
2013-06-29 16:00:00,100.707,99.47999999999999,2.0
2013-06-29 16:15:00,100.721,99.47999999999999,2.1999999999999993
2013-06-29 16:30:00,100.732,99.49,2.1999999999999993
2013-06-29 16:45:00,100.732,99.5,2.0999999999999996
2013-06-29 17:00:00,100.73,99.5,2.0
2013-06-29 17:15:00,100.739,99.51,2.0
2013-06-29 17:30:00,100.753,99.53,2.0
2013-06-29 17:45:00,100.785,99.53999999999999,2.1999999999999993
2013-06-29 18:00:00,100.802,99.57000000000001,2.0999999999999996
2013-06-29 18:15:00,100.81,99.57000000000001,2.0999999999999996
2013-06-29 18:30:00,100.823,99.58,2.1999999999999993
2013-06-29 18:45:00,100.833,99.6,2.0999999999999996
2013-06-29 19:00:00,100.849,99.61,2.0999999999999996
2013-06-29 19:15:00,100.871,99.64,2.0
2013-06-29 19:30:00,100.896,99.66,2.0999999999999996
2013-06-29 19:45:00,100.902,99.67,2.0999999999999996
2013-06-29 20:00:00,100.91,99.67999999999999,2.0
2013-06-29 20:15:00,100.917,99.69,2.0
2013-06-29 20:30:00,100.934,99.71000000000001,2.0
2013-06-29 20:45:00,100.944,99.72,2.0
2013-06-29 21:00:00,100.956,99.72999999999999,2.0
2013-06-29 21:15:00,100.967,99.74,2.0
2013-06-29 21:30:00,100.97,99.74,2.0
2013-06-29 21:45:00,100.964,99.74,2.0
2013-06-29 22:00:00,100.965,99.72999999999999,2.0999999999999996
2013-06-29 22:15:00,100.972,99.74,2.0999999999999996
2013-06-29 22:30:00,100.974,99.74,2.0999999999999996
2013-06-29 22:45:00,100.959,99.72999999999999,2.0
2013-06-29 23:00:00,100.956,99.72999999999999,2.0
2013-06-29 23:15:00,100.937,99.71000000000001,2.0
2013-06-29 23:30:00,100.928,99.7,2.0
2013-06-29 23:45:00,100.931,99.7,2.0
2013-06-30 00:00:00,100.919,99.69,2.0
2013-06-30 00:15:00,100.925,99.7,2.0
2013-06-30 00:30:00,100.928,99.69,2.0999999999999996
2013-06-30 00:45:00,100.927,99.7,2.0
2013-06-30 01:00:00,100.927,99.7,2.0
2013-06-30 01:15:00,100.919,99.7,1.9000000000000004
2013-06-30 01:30:00,100.91,99.69,1.9000000000000004
2013-06-30 01:45:00,100.894,99.67999999999999,1.9000000000000004
2013-06-30 02:00:00,100.888,99.67,1.9000000000000004
2013-06-30 02:15:00,100.875,99.65,2.0
2013-06-30 02:30:00,100.867,99.65,1.9000000000000004
2013-06-30 02:45:00,100.863,99.64,2.0
2013-06-30 03:00:00,100.861,99.63,2.0
2013-06-30 03:15:00,100.845,99.62,2.0
2013-06-30 03:30:00,100.85,99.62,2.0
2013-06-30 03:45:00,100.841,99.62,1.9000000000000004
2013-06-30 04:00:00,100.851,99.62,2.0
2013-06-30 04:15:00,100.857,99.63,2.0
2013-06-30 04:30:00,100.868,99.64,2.0
2013-06-30 04:45:00,100.863,99.64,2.0
2013-06-30 05:00:00,100.853,99.63,2.0
2013-06-30 05:15:00,100.867,99.64,2.0
2013-06-30 05:30:00,100.877,99.66,1.9000000000000004
2013-06-30 05:45:00,100.893,99.67,2.0
2013-06-30 06:00:00,100.889,99.67,1.9000000000000004
2013-06-30 06:15:00,100.908,99.69,1.9000000000000004
2013-06-30 06:30:00,100.926,99.7,2.0
2013-06-30 06:45:00,100.951,99.72999999999999,1.9000000000000004
2013-06-30 07:00:00,100.954,99.74,1.9000000000000004
2013-06-30 07:15:00,100.989,99.77000000000001,1.9000000000000004
2013-06-30 07:30:00,100.999,99.78,1.9000000000000004
2013-06-30 07:45:00,101.009,99.78999999999999,1.9000000000000004
2013-06-30 08:00:00,101.027,99.81,1.9000000000000004
2013-06-30 08:15:00,101.062,99.83,2.0999999999999996
2013-06-30 08:30:00,101.076,99.85,2.0
2013-06-30 08:45:00,101.081,99.86,1.9000000000000004
2013-06-30 09:00:00,101.096,99.87,2.0
2013-06-30 09:15:00,101.095,99.87,2.0
2013-06-30 09:30:00,101.081,99.86,1.9000000000000004
2013-06-30 09:45:00,101.088,99.86,2.0
2013-06-30 10:00:00,101.081,99.85,2.0
2013-06-30 10:15:00,101.068,99.83,2.0999999999999996
2013-06-30 10:30:00,101.056,99.83,2.0
2013-06-30 10:45:00,101.051,99.82000000000001,2.0
2013-06-30 11:00:00,101.039,99.81,2.0
2013-06-30 11:15:00,101.02,99.78999999999999,2.0
2013-06-30 11:30:00,101.016,99.8,1.9000000000000004
2013-06-30 11:45:00,101.002,99.78,2.0
2013-06-30 12:00:00,100.973,99.76,1.9000000000000004
2013-06-30 12:15:00,100.958,99.74,1.9000000000000004
2013-06-30 12:30:00,100.952,99.72999999999999,2.0
2013-06-30 12:45:00,100.93,99.71000000000001,1.9000000000000004
2013-06-30 13:00:00,100.908,99.69,1.9000000000000004
2013-06-30 13:15:00,100.894,99.67999999999999,1.9000000000000004
2013-06-30 13:30:00,100.883,99.67,1.9000000000000004
2013-06-30 13:45:00,100.863,99.64,2.0
2013-06-30 14:00:00,100.841,99.62,1.9000000000000004
2013-06-30 14:15:00,100.845,99.63,1.9000000000000004
2013-06-30 14:30:00,100.834,99.62,1.9000000000000004
2013-06-30 14:45:00,100.823,99.61,1.9000000000000004
2013-06-30 15:00:00,100.813,99.59,2.0
2013-06-30 15:15:00,100.804,99.58,2.0
2013-06-30 15:30:00,100.802,99.58,2.0
2013-06-30 15:45:00,100.815,99.59,2.0
2013-06-30 16:00:00,100.812,99.59,2.0
2013-06-30 16:15:00,100.827,99.61,1.9000000000000004
2013-06-30 16:30:00,100.839,99.63,1.8000000000000007
2013-06-30 16:45:00,100.848,99.62,2.0
2013-06-30 17:00:00,100.843,99.62,2.0
2013-06-30 17:15:00,100.865,99.66,1.8000000000000007
2013-06-30 17:30:00,100.917,99.7,1.9000000000000004
2013-06-30 17:45:00,100.941,99.71000000000001,2.0
2013-06-30 18:00:00,100.949,99.72,2.0
2013-06-30 18:15:00,100.953,99.72999999999999,2.0
2013-06-30 18:30:00,100.961,99.74,1.9000000000000004
2013-06-30 18:45:00,100.961,99.74,1.9000000000000004
2013-06-30 19:00:00,100.976,99.75,2.0
2013-06-30 19:15:00,100.978,99.76,1.9000000000000004
2013-06-30 19:30:00,100.99,99.77000000000001,1.9000000000000004
2013-06-30 19:45:00,101.027,99.81,1.9000000000000004
2013-06-30 20:00:00,101.046,99.82000000000001,2.0
2013-06-30 20:15:00,101.091,99.87,1.9000000000000004
2013-06-30 20:30:00,101.137,99.89,2.1999999999999993
2013-06-30 20:45:00,101.147,99.88,2.4000000000000004
2013-06-30 21:00:00,101.143,99.85,2.6999999999999993
2013-06-30 21:15:00,101.13,99.86,2.4000000000000004
2013-06-30 21:30:00,101.134,99.86,2.5
2013-06-30 21:45:00,101.126,99.87,2.3000000000000007
2013-06-30 22:00:00,101.124,99.86,2.4000000000000004
2013-06-30 22:15:00,101.132,99.87,2.4000000000000004
2013-06-30 22:30:00,101.137,99.87,2.4000000000000004
2013-06-30 22:45:00,101.137,99.88,2.3000000000000007
2013-06-30 23:00:00,101.115,99.87,2.1999999999999993
2013-06-30 23:15:00,101.116,99.86,2.3000000000000007
2013-06-30 23:30:00,101.118,99.88,2.0999999999999996
2013-06-30 23:45:00,101.123,99.87,2.3000000000000007
2013-07-01 00:00:00,101.098,99.85,2.1999999999999993
2013-07-01 00:15:00,101.079,99.83,2.1999999999999993
2013-07-01 00:30:00,101.089,99.84,2.1999999999999993
2013-07-01 00:45:00,101.079,99.83,2.1999999999999993
2013-07-01 01:00:00,101.063,99.81,2.3000000000000007
2013-07-01 01:15:00,101.047,99.8,2.1999999999999993
2013-07-01 01:30:00,101.027,99.77000000000001,2.3000000000000007
2013-07-01 01:45:00,101.015,99.76,2.3000000000000007
2013-07-01 02:00:00,101.006,99.76,2.1999999999999993
2013-07-01 02:15:00,101.001,99.75,2.3000000000000007
2013-07-01 02:30:00,100.999,99.75,2.1999999999999993
2013-07-01 02:45:00,100.997,99.75,2.1999999999999993
2013-07-01 03:00:00,101.003,99.75,2.3000000000000007
2013-07-01 03:15:00,100.993,99.75,2.1999999999999993
2013-07-01 03:30:00,100.985,99.74,2.1999999999999993
2013-07-01 03:45:00,100.984,99.72999999999999,2.3000000000000007
2013-07-01 04:00:00,100.982,99.74,2.1999999999999993
2013-07-01 04:15:00,100.977,99.74,2.0999999999999996
2013-07-01 04:30:00,100.985,99.72999999999999,2.3000000000000007
2013-07-01 04:45:00,100.985,99.74,2.1999999999999993
2013-07-01 05:00:00,101.002,99.75,2.3000000000000007
2013-07-01 05:15:00,101.007,99.76,2.1999999999999993
2013-07-01 05:30:00,101.006,99.77000000000001,2.0999999999999996
2013-07-01 05:45:00,101.014,99.77000000000001,2.1999999999999993
2013-07-01 06:00:00,101.018,99.77000000000001,2.1999999999999993
2013-07-01 06:15:00,101.037,99.78999999999999,2.1999999999999993
2013-07-01 06:30:00,101.05,99.81,2.0999999999999996
2013-07-01 06:45:00,101.063,99.82000000000001,2.1999999999999993
2013-07-01 07:00:00,101.079,99.83,2.1999999999999993
2013-07-01 07:15:00,101.095,99.84,2.3000000000000007
2013-07-01 07:30:00,101.101,99.84,2.4000000000000004
2013-07-01 07:45:00,101.126,99.88,2.1999999999999993
2013-07-01 08:00:00,101.142,99.9,2.1999999999999993
2013-07-01 08:15:00,101.156,99.92999999999999,2.0
2013-07-01 08:30:00,101.165,99.94,2.0
2013-07-01 08:45:00,101.191,99.95,2.1999999999999993
2013-07-01 09:00:00,101.202,99.97999999999999,2.0
2013-07-01 09:15:00,101.214,99.97999999999999,2.0999999999999996
2013-07-01 09:30:00,101.206,99.96000000000001,2.1999999999999993
2013-07-01 09:45:00,101.208,99.97,2.0999999999999996
2013-07-01 10:00:00,101.199,99.97,2.0
2013-07-01 10:15:00,101.174,99.95,2.0
2013-07-01 10:30:00,101.191,99.96000000000001,2.0
