,TimeSST,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
2012-01-07 03:55:00,3:55 AM,27.0,23.0,79.0,1006.0,16.1,WNW,14.8,25.9,N/A,,Mostly Cloudy,300,2012-01-07 14:55:00<br />
2012-01-07 04:15:00,4:15 AM,27.0,23.0,79.0,1006.0,16.1,WNW,11.1,-,N/A,,Scattered Clouds,300,2012-01-07 15:15:00<br />
2012-01-07 04:35:00,4:35 AM,27.0,23.0,79.0,1006.3,16.1,WNW,14.8,-,N/A,,Mostly Cloudy,300,2012-01-07 15:35:00<br />
2012-01-07 04:55:00,4:55 AM,27.0,23.0,79.0,1006.3,16.1,WNW,14.8,-,N/A,,Partly Cloudy,300,2012-01-07 15:55:00<br />
2012-01-07 05:15:00,5:15 AM,27.0,23.0,79.0,1006.3,16.1,West,11.1,-,N/A,,Scattered Clouds,280,2012-01-07 16:15:00<br />
2012-01-08 00:15:00,12:15 AM,26.0,23.0,83.0,1007.0,16.1,NW,18.5,29.6,N/A,Rain,Light Rain,320,2012-01-08 11:15:00<br />
2012-01-08 00:35:00,12:35 AM,27.0,23.0,79.0,1006.7,16.1,NNW,24.1,38.9,N/A,Rain,Light Rain,330,2012-01-08 11:35:00<br />
2012-01-08 00:55:00,12:55 AM,27.0,23.0,79.0,1006.3,16.1,NW,20.4,46.3,N/A,Rain,Light Rain,310,2012-01-08 11:55:00<br />
2012-01-08 01:15:00,1:15 AM,27.0,23.0,79.0,1006.0,16.1,NW,20.4,42.6,N/A,Rain,Light Rain,320,2012-01-08 12:15:00<br />
2012-01-08 01:35:00,1:35 AM,27.0,24.0,84.0,1006.0,16.1,NW,24.1,38.9,N/A,Rain,Light Rain,320,2012-01-08 12:35:00<br />
2012-01-08 01:55:00,1:55 AM,27.0,23.0,79.0,1005.6,16.1,WNW,24.1,35.2,N/A,Rain,Light Rain,300,2012-01-08 12:55:00<br />
2012-01-08 02:15:00,2:15 AM,27.0,23.0,79.0,1005.6,16.1,NW,24.1,37.0,N/A,Rain,Light Rain,310,2012-01-08 13:15:00<br />
2012-01-08 02:35:00,2:35 AM,27.0,23.0,79.0,1005.6,16.1,NW,20.4,37.0,N/A,Rain,Light Rain,320,2012-01-08 13:35:00<br />
2012-01-08 02:55:00,2:55 AM,27.0,23.0,79.0,1005.3,16.1,NW,22.2,38.9,N/A,Rain,Light Rain,310,2012-01-08 13:55:00<br />
2012-01-08 03:15:00,3:15 AM,27.0,23.0,79.0,1005.3,16.1,NW,20.4,40.7,N/A,Rain,Light Rain,310,2012-01-08 14:15:00<br />
2012-01-08 03:35:00,3:35 AM,27.0,23.0,79.0,1005.3,16.1,WNW,14.8,37.0,N/A,Rain,Light Rain,300,2012-01-08 14:35:00<br />
2012-01-08 03:55:00,3:55 AM,27.0,23.0,79.0,1005.6,14.5,WNW,11.1,25.9,N/A,Rain,Light Rain,300,2012-01-08 14:55:00<br />
2012-01-08 04:15:00,4:15 AM,26.0,23.0,83.0,1005.6,14.5,WNW,18.5,37.0,N/A,Rain,Light Rain,300,2012-01-08 15:15:00<br />
2012-01-08 04:35:00,4:35 AM,26.0,23.0,83.0,1005.6,16.1,WNW,22.2,35.2,N/A,Rain,Light Rain,300,2012-01-08 15:35:00<br />
2012-01-08 04:55:00,4:55 AM,26.0,23.0,83.0,1005.6,14.5,NW,24.1,29.6,N/A,Rain,Light Rain,310,2012-01-08 15:55:00<br />
2012-01-08 05:15:00,5:15 AM,26.0,23.0,83.0,1006.0,16.1,West,13.0,-,N/A,Rain,Light Rain,280,2012-01-08 16:15:00<br />
2012-01-08 05:35:00,5:35 AM,25.0,23.0,89.0,1006.3,16.1,West,9.3,-,N/A,Rain,Light Rain,280,2012-01-08 16:35:00<br />
2012-01-08 05:55:00,5:55 AM,25.0,23.0,89.0,1006.3,16.1,West,14.8,-,N/A,Rain,Light Rain,270,2012-01-08 16:55:00<br />
2012-01-08 06:15:00,6:15 AM,25.0,23.0,89.0,1006.7,16.1,West,13.0,-,N/A,Rain,Light Rain,270,2012-01-08 17:15:00<br />
2012-01-08 06:35:00,6:35 AM,25.0,23.0,89.0,1006.7,16.1,West,11.1,-,N/A,Rain,Light Rain,270,2012-01-08 17:35:00<br />
2012-01-08 06:55:00,6:55 AM,25.0,23.0,89.0,1007.0,16.1,WNW,11.1,-,N/A,Rain,Light Rain,290,2012-01-08 17:55:00<br />
2012-01-08 07:15:00,7:15 AM,26.0,24.0,89.0,1007.0,16.1,NW,9.3,-,N/A,Rain,Light Rain,310,2012-01-08 18:15:00<br />
2012-01-08 07:35:00,7:35 AM,26.0,23.0,83.0,1007.3,16.1,WNW,7.4,-,N/A,Rain,Light Rain,290,2012-01-08 18:35:00<br />
2012-01-08 07:55:00,7:55 AM,26.0,24.0,89.0,1007.3,16.1,West,5.6,-,N/A,Rain,Light Rain,270,2012-01-08 18:55:00<br />
2012-01-08 08:15:00,8:15 AM,26.0,24.0,89.0,1007.3,16.1,West,7.4,-,N/A,Rain,Light Rain,280,2012-01-08 19:15:00<br />
2012-01-08 08:35:00,8:35 AM,27.0,24.0,84.0,1007.3,16.1,NW,13.0,-,N/A,Rain,Light Rain,320,2012-01-08 19:35:00<br />
2012-01-08 08:55:00,8:55 AM,27.0,24.0,84.0,1007.3,16.1,WNW,11.1,-,N/A,Rain,Light Rain,300,2012-01-08 19:55:00<br />
2012-01-08 09:15:00,9:15 AM,27.0,24.0,84.0,1007.3,16.1,NW,9.3,-,N/A,Rain,Light Rain,310,2012-01-08 20:15:00<br />
2012-01-08 09:35:00,9:35 AM,28.0,24.0,79.0,1007.3,16.1,NW,13.0,-,N/A,Rain,Light Rain,310,2012-01-08 20:35:00<br />
2012-01-08 09:55:00,9:55 AM,28.0,24.0,79.0,1007.3,16.1,WNW,13.0,29.6,N/A,Rain,Light Rain,300,2012-01-08 20:55:00<br />
2012-01-08 10:15:00,10:15 AM,29.0,24.0,74.0,1007.3,16.1,WNW,27.8,35.2,N/A,Rain,Light Rain,300,2012-01-08 21:15:00<br />
2012-01-08 10:35:00,10:35 AM,28.0,24.0,79.0,1007.3,12.9,WNW,18.5,-,N/A,Rain,Light Rain,290,2012-01-08 21:35:00<br />
2012-01-08 10:55:00,10:55 AM,25.0,22.0,83.0,1007.3,1.6,WSW,13.0,-,N/A,Rain,Light Rain,250,2012-01-08 21:55:00<br />
2012-01-08 11:15:00,11:15 AM,26.0,23.0,83.0,1007.3,14.5,West,9.3,-,N/A,Rain,Light Rain,280,2012-01-08 22:15:00<br />
2012-01-08 11:35:00,11:35 AM,27.0,24.0,84.0,1007.0,16.1,WNW,16.7,-,N/A,Rain,Light Rain,300,2012-01-08 22:35:00<br />
2012-01-08 11:55:00,11:55 AM,27.0,24.0,84.0,1006.7,16.1,WNW,16.7,-,N/A,Rain,Light Rain,300,2012-01-08 22:55:00<br />
2012-01-08 12:15:00,12:15 PM,28.0,25.0,84.0,1006.3,16.1,WNW,11.1,-,N/A,Rain,Light Rain,300,2012-01-08 23:15:00<br />
2012-01-08 12:35:00,12:35 PM,28.0,25.0,84.0,1006.3,16.1,WNW,16.7,-,N/A,Rain,Light Rain,290,2012-01-08 23:35:00<br />
2012-01-08 12:55:00,12:55 PM,28.0,24.0,79.0,1006.3,8.0,WNW,16.7,27.8,N/A,Rain,Light Rain,290,2012-01-08 23:55:00<br />
2012-01-08 13:15:00,1:15 PM,28.0,24.0,79.0,1006.3,16.1,WNW,22.2,31.5,N/A,Rain,Light Rain,290,2012-01-09 00:15:00<br />
2012-01-08 13:35:00,1:35 PM,28.0,24.0,79.0,1006.3,16.1,NW,20.4,27.8,N/A,Rain,Light Rain,310,2012-01-09 00:35:00<br />
2012-01-08 13:55:00,1:55 PM,28.0,24.0,79.0,1006.3,16.1,WNW,18.5,25.9,N/A,Rain,Light Rain,300,2012-01-09 00:55:00<br />
2012-01-08 14:15:00,2:15 PM,28.0,24.0,79.0,1006.0,16.1,NW,14.8,31.5,N/A,,Scattered Clouds,310,2012-01-09 01:15:00<br />
2012-01-08 14:35:00,2:35 PM,28.0,24.0,79.0,1005.6,8.0,WNW,13.0,27.8,N/A,Rain,Light Rain,300,2012-01-09 01:35:00<br />
2012-01-08 14:55:00,2:55 PM,28.0,24.0,79.0,1005.6,16.1,NW,16.7,25.9,N/A,Rain,Light Rain,310,2012-01-09 01:55:00<br />
2012-01-08 15:15:00,3:15 PM,28.0,24.0,79.0,1005.3,16.1,NW,14.8,-,N/A,Rain,Light Rain,310,2012-01-09 02:15:00<br />
2012-01-08 15:35:00,3:35 PM,29.0,24.0,74.0,1005.0,16.1,NW,20.4,29.6,N/A,Rain,Light Rain,320,2012-01-09 02:35:00<br />
2012-01-08 15:55:00,3:55 PM,29.0,24.0,74.0,1005.0,16.1,NW,18.5,27.8,N/A,,Partly Cloudy,310,2012-01-09 02:55:00<br />
2012-01-08 16:15:00,4:15 PM,29.0,24.0,74.0,1005.0,16.1,NW,20.4,31.5,N/A,,Scattered Clouds,310,2012-01-09 03:15:00<br />
2012-01-08 16:35:00,4:35 PM,29.0,24.0,74.0,1005.0,16.1,NW,20.4,25.9,N/A,,Mostly Cloudy,310,2012-01-09 03:35:00<br />
2012-01-08 16:55:00,4:55 PM,29.0,24.0,74.0,1005.3,16.1,NW,14.8,25.9,N/A,,Scattered Clouds,310,2012-01-09 03:55:00<br />
2012-01-08 17:15:00,5:15 PM,29.0,24.0,74.0,1005.3,16.1,NW,14.8,35.2,N/A,,Scattered Clouds,310,2012-01-09 04:15:00<br />
2012-01-08 17:35:00,5:35 PM,29.0,24.0,74.0,1005.6,16.1,NW,20.4,25.9,N/A,,Scattered Clouds,320,2012-01-09 04:35:00<br />
2012-01-08 17:55:00,5:55 PM,28.0,24.0,79.0,1005.6,16.1,NNW,11.1,-,N/A,,Mostly Cloudy,340,2012-01-09 04:55:00<br />
2012-01-08 18:15:00,6:15 PM,28.0,24.0,79.0,1006.0,16.1,NW,13.0,-,N/A,,Mostly Cloudy,310,2012-01-09 05:15:00<br />
2012-01-08 18:35:00,6:35 PM,28.0,24.0,79.0,1006.0,16.1,NW,13.0,-,N/A,,Partly Cloudy,320,2012-01-09 05:35:00<br />
2012-01-08 18:55:00,6:55 PM,28.0,24.0,79.0,1006.3,16.1,NW,13.0,25.9,N/A,,Partly Cloudy,320,2012-01-09 05:55:00<br />
2012-01-08 19:15:00,7:15 PM,27.0,24.0,84.0,1006.3,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,300,2012-01-09 06:15:00<br />
2012-01-08 19:35:00,7:35 PM,28.0,24.0,79.0,1006.7,16.1,NW,9.3,-,N/A,,Scattered Clouds,310,2012-01-09 06:35:00<br />
2012-01-08 19:55:00,7:55 PM,28.0,24.0,79.0,1006.7,16.1,NW,13.0,-,N/A,,Partly Cloudy,320,2012-01-09 06:55:00<br />
2012-01-08 20:15:00,8:15 PM,28.0,24.0,79.0,1006.7,16.1,NW,18.5,-,N/A,,Scattered Clouds,310,2012-01-09 07:15:00<br />
2012-01-08 20:35:00,8:35 PM,28.0,24.0,79.0,1007.0,16.1,NW,7.4,-,N/A,,Partly Cloudy,320,2012-01-09 07:35:00<br />
2012-01-08 20:55:00,8:55 PM,28.0,24.0,79.0,1007.0,16.1,WNW,13.0,-,N/A,,Partly Cloudy,300,2012-01-09 07:55:00<br />
2012-01-08 21:15:00,9:15 PM,28.0,24.0,79.0,1007.3,16.1,WNW,18.5,25.9,N/A,,Partly Cloudy,290,2012-01-09 08:15:00<br />
2012-01-08 21:35:00,9:35 PM,27.0,24.0,84.0,1007.7,8.0,WNW,18.5,31.5,N/A,,Mostly Cloudy,300,2012-01-09 08:35:00<br />
2012-01-08 21:55:00,9:55 PM,27.0,24.0,84.0,1007.7,16.1,WNW,13.0,27.8,N/A,,Scattered Clouds,300,2012-01-09 08:55:00<br />
2012-01-08 22:15:00,10:15 PM,27.0,24.0,84.0,1007.7,16.1,NW,16.7,-,N/A,,Mostly Cloudy,310,2012-01-09 09:15:00<br />
2012-01-08 22:35:00,10:35 PM,27.0,24.0,84.0,1007.7,16.1,NW,14.8,-,N/A,,Mostly Cloudy,310,2012-01-09 09:35:00<br />
2012-01-08 22:55:00,10:55 PM,27.0,24.0,84.0,1007.7,16.1,NW,16.7,-,N/A,,Mostly Cloudy,310,2012-01-09 09:55:00<br />
2012-01-08 23:15:00,11:15 PM,27.0,23.0,79.0,1007.7,16.1,NW,14.8,-,N/A,,Overcast,320,2012-01-09 10:15:00<br />
2012-01-08 23:35:00,11:35 PM,27.0,23.0,79.0,1007.3,16.1,NW,14.8,25.9,N/A,,Mostly Cloudy,320,2012-01-09 10:35:00<br />
2012-01-08 23:55:00,11:55 PM,27.0,24.0,84.0,1007.0,16.1,NNW,14.8,29.6,N/A,,Scattered Clouds,340,2012-01-09 10:55:00<br />
2012-01-09 00:15:00,12:15 AM,27.0,23.0,79.0,1007.0,16.1,WNW,9.3,-,N/A,,Scattered Clouds,300,2012-01-09 11:15:00<br />
2012-01-09 00:35:00,12:35 AM,27.0,23.0,79.0,1006.7,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,300,2012-01-09 11:35:00<br />
2012-01-09 00:55:00,12:55 AM,27.0,24.0,84.0,1006.3,16.1,WNW,9.3,-,N/A,,Mostly Cloudy,290,2012-01-09 11:55:00<br />
2012-01-09 01:15:00,1:15 AM,27.0,23.0,79.0,1006.0,16.1,WNW,11.1,-,N/A,,Mostly Cloudy,300,2012-01-09 12:15:00<br />
2012-01-09 01:35:00,1:35 AM,27.0,23.0,79.0,1006.0,16.1,WNW,13.0,-,N/A,,Partly Cloudy,290,2012-01-09 12:35:00<br />
2012-01-09 01:55:00,1:55 AM,27.0,23.0,79.0,1006.0,16.1,West,7.4,-,N/A,,Clear,280,2012-01-09 12:55:00<br />
2012-01-09 02:15:00,2:15 AM,27.0,24.0,84.0,1006.0,16.1,WNW,14.8,-,N/A,,Clear,290,2012-01-09 13:15:00<br />
2012-01-09 02:35:00,2:35 AM,27.0,23.0,79.0,1005.6,16.1,WNW,9.3,-,N/A,,Clear,300,2012-01-09 13:35:00<br />
2012-01-09 02:55:00,2:55 AM,27.0,23.0,79.0,1005.6,16.1,WNW,11.1,-,N/A,,Clear,300,2012-01-09 13:55:00<br />
2012-01-09 03:15:00,3:15 AM,27.0,23.0,79.0,1005.6,16.1,WNW,11.1,-,N/A,,Clear,300,2012-01-09 14:15:00<br />
2012-01-09 03:35:00,3:35 AM,27.0,23.0,79.0,1005.6,16.1,WNW,13.0,-,N/A,,Partly Cloudy,300,2012-01-09 14:35:00<br />
2012-01-09 03:55:00,3:55 AM,27.0,23.0,79.0,1005.3,16.1,WNW,14.8,-,N/A,,Mostly Cloudy,290,2012-01-09 14:55:00<br />
2012-01-09 04:15:00,4:15 AM,27.0,23.0,79.0,1005.3,16.1,WNW,13.0,-,N/A,,Scattered Clouds,290,2012-01-09 15:15:00<br />
2012-01-09 04:35:00,4:35 AM,27.0,23.0,79.0,1005.3,16.1,WNW,16.7,-,N/A,,Mostly Cloudy,300,2012-01-09 15:35:00<br />
2012-01-09 04:55:00,4:55 AM,27.0,23.0,79.0,1005.6,16.1,WNW,13.0,-,N/A,,Partly Cloudy,300,2012-01-09 15:55:00<br />
2012-01-09 05:15:00,5:15 AM,27.0,23.0,79.0,1005.6,16.1,NW,13.0,-,N/A,,Clear,310,2012-01-09 16:15:00<br />
2012-01-09 05:35:00,5:35 AM,27.0,23.0,79.0,1006.0,16.1,West,13.0,25.9,N/A,,Clear,280,2012-01-09 16:35:00<br />
2012-01-09 05:55:00,5:55 AM,27.0,23.0,79.0,1006.3,16.1,WNW,11.1,-,N/A,,Clear,290,2012-01-09 16:55:00<br />
2012-01-09 06:15:00,6:15 AM,27.0,23.0,79.0,1006.7,16.1,West,9.3,-,N/A,,Mostly Cloudy,280,2012-01-09 17:15:00<br />
2012-01-09 06:35:00,6:35 AM,27.0,24.0,84.0,1007.0,16.1,WNW,9.3,-,N/A,Rain,Light Rain,290,2012-01-09 17:35:00<br />
2012-01-09 06:55:00,6:55 AM,28.0,24.0,79.0,1007.0,16.1,WNW,13.0,-,N/A,Rain,Light Rain,300,2012-01-09 17:55:00<br />
2012-01-09 07:15:00,7:15 AM,28.0,24.0,79.0,1007.0,16.1,WNW,14.8,25.9,N/A,Rain,Light Rain,290,2012-01-09 18:15:00<br />
2012-01-09 07:35:00,7:35 AM,29.0,24.0,74.0,1007.3,16.1,West,14.8,-,N/A,,Clear,280,2012-01-09 18:35:00<br />
2012-01-09 07:55:00,7:55 AM,29.0,24.0,74.0,1007.3,16.1,WNW,14.8,-,N/A,,Clear,290,2012-01-09 18:55:00<br />
2012-01-09 08:15:00,8:15 AM,30.0,24.0,70.0,1007.3,16.1,West,16.7,25.9,N/A,,Clear,260,2012-01-09 19:15:00<br />
2012-01-09 08:35:00,8:35 AM,30.0,24.0,70.0,1007.3,16.1,West,14.8,-,N/A,,Mostly Cloudy,280,2012-01-09 19:35:00<br />
2012-01-09 08:55:00,8:55 AM,29.0,24.0,74.0,1007.3,16.1,West,14.8,27.8,N/A,,Mostly Cloudy,270,2012-01-09 19:55:00<br />
2012-01-09 09:15:00,9:15 AM,30.0,24.0,70.0,1007.7,16.1,West,14.8,-,N/A,,Mostly Cloudy,260,2012-01-09 20:15:00<br />
2012-01-09 09:35:00,9:35 AM,32.0,25.0,66.0,1007.3,16.1,West,14.8,27.8,N/A,,Partly Cloudy,270,2012-01-09 20:35:00<br />
2012-01-09 09:55:00,9:55 AM,30.0,24.0,70.0,1007.3,16.1,WNW,20.4,27.8,N/A,,Mostly Cloudy,290,2012-01-09 20:55:00<br />
2012-01-09 10:15:00,10:15 AM,31.0,25.0,70.0,1007.3,16.1,West,20.4,38.9,N/A,,Partly Cloudy,270,2012-01-09 21:15:00<br />
2012-01-09 10:35:00,10:35 AM,32.0,24.0,62.0,1007.0,16.1,WSW,27.8,35.2,N/A,,Partly Cloudy,250,2012-01-09 21:35:00<br />
2012-01-09 10:55:00,10:55 AM,32.0,24.0,62.0,1007.0,16.1,West,22.2,35.2,N/A,,Partly Cloudy,270,2012-01-09 21:55:00<br />
2012-01-09 11:15:00,11:15 AM,32.0,24.0,62.0,1006.7,16.1,West,22.2,37.0,N/A,,Partly Cloudy,270,2012-01-09 22:15:00<br />
2012-01-09 11:35:00,11:35 AM,32.0,24.0,62.0,1006.7,16.1,West,22.2,33.3,N/A,,Scattered Clouds,270,2012-01-09 22:35:00<br />
2012-01-09 11:55:00,11:55 AM,32.0,24.0,62.0,1006.3,16.1,WNW,18.5,37.0,N/A,,Scattered Clouds,300,2012-01-09 22:55:00<br />
2012-01-09 12:15:00,12:15 PM,32.0,23.0,59.0,1006.3,16.1,WSW,18.5,31.5,N/A,,Mostly Cloudy,250,2012-01-09 23:15:00<br />
2012-01-09 12:35:00,12:35 PM,31.0,23.0,62.0,1006.3,16.1,West,22.2,33.3,N/A,,Mostly Cloudy,260,2012-01-09 23:35:00<br />
2012-01-09 12:55:00,12:55 PM,32.0,23.0,59.0,1006.0,16.1,West,22.2,35.2,N/A,,Mostly Cloudy,280,2012-01-09 23:55:00<br />
2012-01-09 13:15:00,1:15 PM,32.0,24.0,62.0,1006.0,16.1,West,27.8,40.7,N/A,,Partly Cloudy,280,2012-01-10 00:15:00<br />
2012-01-09 13:35:00,1:35 PM,31.0,24.0,66.0,1006.0,16.1,West,29.6,38.9,N/A,,Clear,260,2012-01-10 00:35:00<br />
2012-01-09 13:55:00,1:55 PM,32.0,24.0,62.0,1005.6,16.1,West,27.8,35.2,N/A,,Clear,260,2012-01-10 00:55:00<br />
2012-01-09 14:15:00,2:15 PM,31.0,24.0,66.0,1005.6,16.1,WSW,24.1,35.2,N/A,,Clear,250,2012-01-10 01:15:00<br />
2012-01-09 14:35:00,2:35 PM,32.0,24.0,62.0,1005.3,16.1,West,24.1,37.0,N/A,,Clear,260,2012-01-10 01:35:00<br />
2012-01-09 14:55:00,2:55 PM,32.0,24.0,62.0,1005.3,16.1,West,27.8,33.3,N/A,,Clear,260,2012-01-10 01:55:00<br />
2012-01-09 15:15:00,3:15 PM,32.0,24.0,62.0,1005.0,16.1,West,25.9,35.2,N/A,,Clear,260,2012-01-10 02:15:00<br />
2012-01-09 15:35:00,3:35 PM,31.0,24.0,66.0,1005.0,16.1,West,27.8,37.0,N/A,,Clear,270,2012-01-10 02:35:00<br />
2012-01-09 15:55:00,3:55 PM,30.0,24.0,70.0,1005.0,16.1,West,24.1,35.2,N/A,,Clear,270,2012-01-10 02:55:00<br />
2012-01-09 16:15:00,4:15 PM,31.0,24.0,66.0,1005.0,16.1,West,22.2,33.3,N/A,,Clear,270,2012-01-10 03:15:00<br />
2012-01-09 16:35:00,4:35 PM,30.0,24.0,70.0,1005.0,16.1,West,24.1,31.5,N/A,,Clear,260,2012-01-10 03:35:00<br />
2012-01-09 16:55:00,4:55 PM,30.0,24.0,70.0,1005.3,14.5,West,24.1,-,N/A,,Partly Cloudy,270,2012-01-10 03:55:00<br />
2012-01-09 17:15:00,5:15 PM,29.0,24.0,74.0,1005.6,14.5,SW,22.2,33.3,N/A,,Mostly Cloudy,220,2012-01-10 04:15:00<br />
2012-01-09 17:35:00,5:35 PM,29.0,23.0,70.0,1006.3,12.9,WSW,14.8,-,N/A,,Overcast,240,2012-01-10 04:35:00<br />
2012-01-09 17:55:00,5:55 PM,26.0,22.0,78.0,1006.7,0.4,NW,13.0,31.5,N/A,,Overcast,310,2012-01-10 04:55:00<br />
2012-01-09 18:15:00,6:15 PM,26.0,23.0,83.0,1006.7,11.3,West,11.1,-,N/A,,Scattered Clouds,270,2012-01-10 05:15:00<br />
2012-01-09 18:35:00,6:35 PM,26.0,23.0,83.0,1007.0,14.5,West,9.3,-,N/A,,Mostly Cloudy,280,2012-01-10 05:35:00<br />
2012-01-09 18:55:00,6:55 PM,26.0,24.0,89.0,1007.0,14.5,West,7.4,-,N/A,,Overcast,280,2012-01-10 05:55:00<br />
2012-01-09 19:15:00,7:15 PM,26.0,24.0,89.0,1007.3,14.5,WSW,11.1,-,N/A,,Mostly Cloudy,240,2012-01-10 06:15:00<br />
2012-01-09 19:35:00,7:35 PM,25.0,23.0,89.0,1007.3,16.1,WNW,7.4,-,N/A,,Mostly Cloudy,300,2012-01-10 06:35:00<br />
2012-01-10 00:15:00,12:15 AM,25.0,23.0,89.0,1008.4,16.1,WNW,9.3,-,N/A,,Partly Cloudy,290,2012-01-10 11:15:00<br />
2012-01-10 00:35:00,12:35 AM,24.0,23.0,94.0,1008.0,16.1,WNW,7.4,-,N/A,,Partly Cloudy,290,2012-01-10 11:35:00<br />
2012-01-10 00:55:00,12:55 AM,25.0,23.0,89.0,1007.7,16.1,WNW,9.3,-,N/A,,Scattered Clouds,290,2012-01-10 11:55:00<br />
2012-01-10 01:15:00,1:15 AM,24.0,23.0,94.0,1007.3,16.1,WNW,7.4,-,N/A,,Scattered Clouds,300,2012-01-10 12:15:00<br />
2012-01-10 01:35:00,1:35 AM,24.0,23.0,94.0,1007.0,16.1,West,7.4,-,N/A,Rain,Light Rain,280,2012-01-10 12:35:00<br />
2012-01-10 01:55:00,1:55 AM,25.0,23.0,89.0,1007.0,16.1,WNW,9.3,-,N/A,Rain,Light Rain,290,2012-01-10 12:55:00<br />
2012-01-10 02:15:00,2:15 AM,24.0,23.0,94.0,1007.0,16.1,WNW,5.6,-,N/A,Rain,Light Rain,300,2012-01-10 13:15:00<br />
2012-01-10 02:35:00,2:35 AM,24.0,23.0,94.0,1006.7,16.1,NW,7.4,-,N/A,Rain,Light Rain,310,2012-01-10 13:35:00<br />
2012-01-10 02:55:00,2:55 AM,24.0,23.0,94.0,1006.7,16.1,WNW,5.6,-,N/A,Rain,Light Rain,300,2012-01-10 13:55:00<br />
2012-01-10 03:15:00,3:15 AM,24.0,23.0,94.0,1006.7,16.1,NW,5.6,-,N/A,Rain,Light Rain,310,2012-01-10 14:15:00<br />
2012-01-10 03:35:00,3:35 AM,24.0,23.0,94.0,1006.7,16.1,NW,7.4,-,N/A,Rain,Light Rain,310,2012-01-10 14:35:00<br />
2012-01-10 03:55:00,3:55 AM,24.0,23.0,94.0,1006.7,16.1,WNW,5.6,-,N/A,,Clear,290,2012-01-10 14:55:00<br />
2012-01-10 04:15:00,4:15 AM,24.0,23.0,94.0,1006.7,16.1,NW,7.4,-,N/A,,Scattered Clouds,310,2012-01-10 15:15:00<br />
2012-01-10 04:35:00,4:35 AM,24.0,23.0,94.0,1007.0,16.1,WNW,5.6,-,N/A,,Partly Cloudy,290,2012-01-10 15:35:00<br />
2012-01-10 04:55:00,4:55 AM,24.0,23.0,94.0,1007.0,16.1,NW,7.4,-,N/A,,Partly Cloudy,320,2012-01-10 15:55:00<br />
2012-01-10 05:15:00,5:15 AM,24.0,23.0,94.0,1007.3,16.1,NW,5.6,-,N/A,,Clear,310,2012-01-10 16:15:00<br />
2012-01-10 05:35:00,5:35 AM,24.0,23.0,94.0,1007.3,16.1,NW,7.4,-,N/A,,Clear,310,2012-01-10 16:35:00<br />
